Objekt,Yolo Label,confidence_YOLO,confidence,xSize [cm],ySize [cm],ElapsedTime [s]
Würfel,cell phone,0.25,0.3010154068470001,2.9808904277160764,2.9416092477428415,2.688417911529541
Würfel,remote,0.25,0.4863908588886261,3.0051619124909243,2.6632999108793833,3.7880570888519287
Würfel,carrot,0.25,0.47212842106819153,2.910466364119202,2.9095038888044655,5.057949542999268
Würfel,remote,0.25,0.3961305618286133,2.751409634947777,2.639681790727385,3.1336557865142822
Würfel,remote,0.25,0.5771985054016113,2.873590790356199,2.602442206504444,3.513935089111328
Würfel,remote,0.25,0.572822630405426,2.8290013782680035,2.757882258932417,4.015314817428589
Würfel,remote,0.25,0.43322649598121643,2.6360375670871385,2.6233138875492537,3.068614959716797
Würfel,remote,0.25,0.4103524088859558,2.602046557391683,2.589314843620135,2.5935068130493164
Würfel,remote,0.30000000000000004,0.30911898612976074,2.6386735339959464,2.6256756003325186,3.6711008548736572
Würfel,remote,0.30000000000000004,0.6043103337287903,2.9961561939368644,2.981320690984527,6.538835048675537
Würfel,carrot,0.30000000000000004,0.3142862617969513,3.33652620902285,3.170943927640716,3.2120931148529053
Würfel,remote,0.30000000000000004,0.36581501364707947,2.73464866525804,2.6891932357102633,4.7299964427948
Würfel,remote,0.30000000000000004,0.422174870967865,2.754806416730086,2.741525322198868,5.386492490768433
Würfel,remote,0.30000000000000004,0.41345861554145813,3.0465177881220975,2.9624397788817682,8.68578314781189
Würfel,carrot,0.30000000000000004,0.30144938826560974,3.0561846845860905,3.0329204785327115,5.13617730140686
Würfel,remote,0.30000000000000004,0.3047952651977539,2.7901231156041226,2.7275632154972604,3.7835652828216553
Würfel,carrot,0.30000000000000004,0.6587274074554443,2.7676592425753674,2.693751155068943,5.57189154624939
Würfel,cell phone,0.30000000000000004,0.5542342662811279,3.0885746236890554,2.642977423965931,2.7415971755981445
Würfel,carrot,0.35,0.3693065047264099,2.712695929221809,2.6572031589845815,3.953543186187744
Würfel,carrot,0.35,0.4311143755912781,3.081999773470064,3.0812712386250496,8.26611042022705
Würfel,cell phone,0.35,0.6008325815200806,2.7935278291503587,2.749698341600985,5.875185489654541
Würfel,cell phone,0.35,0.3965522050857544,2.7150402078405023,2.6918840128928423,2.604727029800415
Würfel,cell phone,0.35,0.4602295756340027,2.7757881364474692,2.7742259398413203,3.2552058696746826
Würfel,cell phone,0.35,0.5500457286834717,2.74586340674432,2.6071108567217984,2.648587226867676
Würfel,cell phone,0.35,0.3541570007801056,2.934049745090306,2.872677246341482,7.5589354038238525
Würfel,cell phone,0.35,0.3777197301387787,2.808793525521954,2.6779101695865393,4.120532274246216
Würfel,cell phone,0.35,0.4902823865413666,2.798527510215839,2.598257596643331,8.433122873306274
Würfel,cell phone,0.35,0.4853138327598572,2.8833879002680383,2.7503662587453923,3.1761767864227295
Würfel,remote,0.4,0.4658331573009491,3.122644708491862,3.0806671051929393,5.454698801040649
Würfel,cell phone,0.4,0.47888895869255066,2.9623848264842914,2.7779302559792995,10.102241516113281
Würfel,cell phone,0.4,0.6358581781387329,2.793584094615653,2.792978511812786,6.495065212249756
Würfel,remote,0.4,0.4020850658416748,2.846189217234496,2.810940722702071,5.1504011154174805
Würfel,cell phone,0.4,0.7899050712585449,2.9931359769155583,2.675273735076189,5.215410947799683
Würfel,cell phone,0.4,0.4060046672821045,2.678569359704852,2.6207169755556,3.538853645324707
Würfel,cell phone,0.4,0.4342842102050781,2.964293615271648,2.8041808623432494,4.908222913742065
Würfel,cell phone,0.4,0.6532102227210999,3.3937588644524417,2.9797373029092946,13.184092044830322
Würfel,carrot,0.4,0.5328971147537231,3.403865328679482,2.915873657912016,10.39625883102417
Würfel,remote,0.4,0.5420376062393188,3.1802071258425713,2.9732026591470153,7.431634426116943
Würfel,remote,0.45000000000000007,0.5361700654029846,3.1592804860944548,3.0108179994082698,14.837907314300537
Würfel,donut,0.45000000000000007,0.5085671544075012,3.1603241649766765,3.078141044049213,17.306899547576904
Würfel,remote,0.45000000000000007,0.6690328121185303,2.7003750515480838,2.6295579969882965,6.70823860168457
Würfel,donut,0.45000000000000007,0.5418890118598938,2.9725986377646527,2.967424380282561,13.365755796432495
Würfel,cell phone,0.45000000000000007,0.5730141401290894,3.4353376676638923,2.981549392764767,11.625672340393066
Würfel,remote,0.45000000000000007,0.543573260307312,2.9602841512920954,2.682933296697835,6.979382753372192
Würfel,donut,0.45000000000000007,0.6433678269386292,3.4292136629422507,3.4111602852741876,28.99258279800415
Würfel,donut,0.45000000000000007,0.45154160261154175,2.9519239518170557,2.8501026798039675,5.715940713882446
Würfel,cell phone,0.45000000000000007,0.7613326907157898,2.8438828458699086,2.7448648742089667,3.0928397178649902
Würfel,donut,0.45000000000000007,0.46114999055862427,2.9569484662109367,2.8851455106632784,4.294320821762085
Würfel,carrot,0.5,0.5195247530937195,3.0987521159355915,3.0481037606174746,12.093895673751831
Würfel,cell phone,0.5,0.6130722761154175,3.131900901401726,2.7688125924517712,3.590200424194336
Würfel,cell phone,0.5,0.5155671834945679,2.9772112844511867,2.788695654210945,11.777554750442505
Würfel,carrot,0.5,0.5205366015434265,3.146178205497563,2.787322591757402,4.845710515975952
Würfel,cell phone,0.5,0.7192781567573547,2.969248889227553,2.9145858405778804,5.341315269470215
Würfel,cell phone,0.5,0.5406740307807922,2.8283424830685058,2.7870478535381458,5.8866589069366455
Würfel,cell phone,0.5,0.6448476910591125,2.888582150141398,2.6932894505686513,5.100618600845337
Würfel,cell phone,0.5,0.8356568813323975,2.8222552509760135,2.8010507269452014,15.41809630393982
Würfel,cell phone,0.5,0.7663297057151794,2.848879899829626,2.5614673155359924,2.8643431663513184
Würfel,cell phone,0.5,0.7124988436698914,3.0193295620847493,2.484790951712057,2.6692981719970703
Würfel,cell phone,0.55,0.7534297108650208,2.9884135784717123,2.665661789554482,2.59775972366333
Würfel,cell phone,0.55,0.5728229880332947,3.0239972247121236,2.6228197307015457,4.640455961227417
Würfel,cell phone,0.55,0.7229346036911011,3.232693516959747,2.645394142018631,6.680081844329834
Würfel,cell phone,0.55,0.6894197463989258,2.9457461244116225,2.786388803118219,4.700564861297607
Würfel,cell phone,0.55,0.7910858392715454,2.9445478692650795,2.7557751163840294,2.7555480003356934
Würfel,cell phone,0.55,0.7997501492500305,3.2069011280934014,2.7333432459272444,2.8151285648345947
Würfel,cell phone,0.55,0.7249351143836975,2.9477608933423958,2.6689853344578296,2.6511902809143066
Würfel,donut,0.55,0.5565745234489441,2.9527043380464115,2.6552571071079,9.239088535308838
Würfel,cell phone,0.55,0.818734884262085,3.0282803190251193,2.639956427507665,3.7197515964508057
Würfel,cell phone,0.55,0.8771693110466003,2.9320728965103626,2.611395064741373,2.8643202781677246
Würfel,cell phone,0.6,0.7046770453453064,2.869582075315217,2.8398866299539804,10.323334455490112
Würfel,cell phone,0.6,0.804533064365387,2.9838009737432003,2.608868402118484,2.9625306129455566
Würfel,cell phone,0.6,0.8161275386810303,2.9085439164191484,2.8460793274765215,9.52196216583252
Würfel,cell phone,0.6,0.7707387208938599,3.147331372019835,2.7388779024477117,6.591727018356323
Würfel,cell phone,0.6,0.6018808484077454,2.758109022397548,2.6087585603818297,4.5195958614349365
Würfel,cell phone,0.6,0.769724428653717,2.8147789921301105,2.721411422438299,3.0317561626434326
Würfel,cell phone,0.6,0.6416508555412292,2.8657381131779402,2.793803702419003,13.013582229614258
Würfel,donut,0.6,0.6159771680831909,2.918869831288854,2.8994546233055494,8.72996211051941
Würfel,donut,0.6,0.7024479508399963,2.8173669920458146,2.7277970705957464,12.700217008590698
Würfel,cell phone,0.6,0.7322150468826294,2.84876994167765,2.67252748987327,8.77299451828003
Ball,donut,0.15,0.3065829873085022,5.5984224658459425,5.363784660585225,4.615487575531006
Ball,frisbee,0.15,0.2308988720178604,5.404030764475465,5.233665416017175,2.2035634517669678
Ball,frisbee,0.15,0.20820581912994385,5.420779529958963,5.343791753208886,2.5619473457336426
Ball,frisbee,0.15,0.7138254046440125,5.291130060019593,5.283373221755028,2.2320151329040527
Ball,frisbee,0.15,0.3323183059692383,5.280202425395449,5.214935665329297,2.523252487182617
Ball,frisbee,0.15,0.4646507799625397,5.433958520491918,5.27771598038574,2.21040678024292
Ball,donut,0.15,0.4581902325153351,5.373005180930098,5.215539534886678,3.5408530235290527
Ball,sports ball,0.15,0.21674710512161255,5.223477445542812,5.113487659643094,5.199767351150513
Ball,frisbee,0.15,0.5874208211898804,5.28260429079334,5.276852720029031,2.1121268272399902
Ball,frisbee,0.15,0.46706753969192505,5.205103801563382,5.187783840422829,2.3354012966156006
Ball,frisbee,0.2,0.508431613445282,5.3197617836607,5.221555653649072,2.1742992401123047
Ball,frisbee,0.2,0.7634304165840149,5.272898954960207,5.229326126088078,2.317868947982788
Ball,frisbee,0.2,0.5597714781761169,5.208925561358531,5.150782227671395,2.252527952194214
Ball,frisbee,0.2,0.37311556935310364,5.221390522395571,5.131667879565309,2.184664487838745
Ball,frisbee,0.2,0.6637417078018188,5.257063677466552,5.214801120261352,2.444944381713867
Ball,sports ball,0.2,0.40281638503074646,5.3086473169969395,5.108324609075983,2.239010810852051
Ball,sports ball,0.2,0.3999011516571045,5.300630023702979,5.163854733109474,2.359318256378174
Ball,frisbee,0.2,0.360699325799942,5.2415986234943075,5.10200805341204,2.8285200595855713
Ball,donut,0.2,0.3128209412097931,5.273777657809357,5.190109182149172,2.5362586975097656
Ball,donut,0.2,0.7059293389320374,5.3249564953148365,5.284581736971934,4.166196346282959
Ball,donut,0.25,0.45584404468536377,5.524125380907208,5.385974779104193,2.6299688816070557
Ball,donut,0.25,0.5753207802772522,5.701468884944916,5.623572723319133,3.2199556827545166
Ball,donut,0.25,0.3875695765018463,5.3963980947931605,5.335552872080977,2.924670696258545
Ball,donut,0.25,0.6000273823738098,5.463062298076693,5.357248394284397,4.51160740852356
Ball,frisbee,0.25,0.2806819677352905,5.358947503070037,5.231742933392525,2.351067304611206
Ball,donut,0.25,0.2794007658958435,5.536636500619352,5.451146342481176,3.667268753051758
Ball,donut,0.25,0.3288286328315735,5.636312277056277,5.534164696776618,3.2379374504089355
Ball,donut,0.25,0.418253630399704,5.457571009173989,5.320612946525216,4.20346736907959
Ball,donut,0.25,0.3003481924533844,5.675434072812398,5.507926068579157,4.26155948638916
Ball,frisbee,0.25,0.3514661192893982,5.39019297187527,5.342034095277389,6.335975170135498
Ball,donut,0.30000000000000004,0.3067362308502197,5.506168890860863,5.411185725824907,9.818934202194214
Ball,donut,0.30000000000000004,0.3852897882461548,5.479755632889767,5.458531757661452,7.69047999382019
Ball,frisbee,0.30000000000000004,0.36330652236938477,5.38146171408395,5.305014209200938,6.661228895187378
Ball,frisbee,0.30000000000000004,0.37900039553642273,5.4691575933247805,5.332147345567743,5.71858286857605
Ball,frisbee,0.30000000000000004,0.3545478582382202,5.4728917486499995,5.391137899520497,7.6142659187316895
Ball,donut,0.30000000000000004,0.3062320649623871,5.545459074589114,5.426207790151238,10.018268585205078
Ball,donut,0.30000000000000004,0.4083298444747925,5.54180732142413,5.448755016550422,6.848433017730713
Ball,frisbee,0.30000000000000004,0.3517928719520569,5.50549336670277,5.37009474937804,3.394982099533081
Ball,frisbee,0.30000000000000004,0.5563934445381165,5.425941151285467,5.405253734594832,6.513871669769287
Ball,frisbee,0.30000000000000004,0.31841251254081726,5.588706179211537,5.477888851116101,2.699645757675171
Ball,donut,0.35,0.5204598903656006,5.430773443852861,5.4202484781853855,6.177097320556641
Ball,frisbee,0.35,0.3588475286960602,5.440273368731141,5.327643492879967,3.991919755935669
Ball,donut,0.35,0.4376407265663147,5.423525086371228,5.3062774434996145,9.484766721725464
Ball,donut,0.35,0.35752490162849426,5.534329420576493,5.241763250281413,5.941792726516724
Ball,donut,0.35,0.5306528210639954,5.364553661396106,5.291404575109482,8.024672746658325
Ball,frisbee,0.35,0.36692774295806885,5.627923063002527,5.573437180525313,4.982886075973511
Ball,frisbee,0.35,0.47017228603363037,5.428027827292681,5.40816478120784,2.6857497692108154
Ball,frisbee,0.35,0.38916170597076416,5.744106462225318,5.691362793246905,4.416094541549683
Ball,frisbee,0.35,0.4420842230319977,5.435825480769078,5.416842841077596,3.794135808944702
Ball,donut,0.35,0.36178669333457947,5.3972895024344325,5.373060051351786,4.242705821990967
Ball,donut,0.4,0.42492222785949707,5.62522003116707,5.514830707882841,5.677595853805542
Ball,donut,0.4,0.5381526350975037,5.367574569148322,5.344148426471899,10.66013216972351
Ball,donut,0.4,0.4271664619445801,5.289757127563159,5.173576374848683,4.20434308052063
